Bundling 6%
Bundling 11%
Bundling 28%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 87%
Bundling 92%
Bundling 98%
Bundling 100%
Bundling 100%
Bundling 100%
Getting composition
Composition          ComponentShowcase
Codec                h264
Output               out/demo_vertical.mp4
Concurrency          2x
Rendered 0/16900
Rendered 405/16900, time remaining: 24m 58s
Rendered 406/16900, time remaining: 24m 58s
Rendered 407/16900, time remaining: 24m 54s
Rendered 408/16900, time remaining: 24m 52s
Rendered 409/16900, time remaining: 24m 55s
Rendered 410/16900, time remaining: 24m 58s
Rendered 411/16900, time remaining: 24m 50s
Rendered 412/16900, time remaining: 24m 48s
Rendered 413/16900, time remaining: 24m 36s
Rendered 414/16900, time remaining: 24m 43s
Rendered 415/16900, time remaining: 24m 43s
Rendered 416/16900, time remaining: 24m 35s
Rendered 417/16900, time remaining: 24m 33s
Rendered 418/16900, time remaining: 24m 41s
Rendered 419/16900, time remaining: 24m 19s
Rendered 420/16900, time remaining: 24m 26s
Rendered 421/16900, time remaining: 24m 15s
Rendered 422/16900, time remaining: 24m 28s
Rendered 423/16900, time remaining: 24m 13s
Rendered 424/16900, time remaining: 24m 22s
Rendered 425/16900, time remaining: 24m 19s
Rendered 426/16900, time remaining: 24m 18s
Rendered 427/16900, time remaining: 24m 16s
Rendered 428/16900, time remaining: 24m 11s
Rendered 429/16900, time remaining: 24m 9s
Rendered 430/16900, time remaining: 24m 11s
Rendered 431/16900, time remaining: 24m 7s
Rendered 432/16900, time remaining: 24m 28s
Rendered 433/16900, time remaining: 24m 22s
Rendered 434/16900, time remaining: 24m 10s
Rendered 435/16900, time remaining: 24m 22s
Rendered 436/16900, time remaining: 24m 15s
Rendered 437/16900, time remaining: 24m 13s
Rendered 438/16900, time remaining: 24m 21s
Rendered 439/16900, time remaining: 24m 13s
Rendered 440/16900, time remaining: 24m 12s
Rendered 441/16900, time remaining: 24m 10s
Rendered 442/16900, time remaining: 24m 1s
Rendered 443/16900, time remaining: 24m 11s
Rendered 444/16900, time remaining: 24m 6s
Rendered 445/16900, time remaining: 24m 21s
Rendered 446/16900, time remaining: 24m 14s
Rendered 447/16900, time remaining: 24m 14s
Rendered 448/16900, time remaining: 24m 11s
Rendered 449/16900, time remaining: 24m 12s
Rendered 450/16900, time remaining: 24m 13s
Rendered 451/16900, time remaining: 24m 11s
Rendered 452/16900, time remaining: 24m 17s
Rendered 453/16900, time remaining: 24m 9s
Rendered 454/16900, time remaining: 24m 11s
Rendered 455/16900, time remaining: 24m 16s
Rendered 456/16900, time remaining: 24m 17s
Rendered 457/16900, time remaining: 24m 20s
Rendered 458/16900, time remaining: 24m 18s
Rendered 459/16900, time remaining: 24m 22s
Rendered 460/16900, time remaining: 24m 22s
Rendered 461/16900, time remaining: 24m 14s
Rendered 462/16900, time remaining: 24m 9s
Rendered 463/16900, time remaining: 24m 4s
Rendered 464/16900, time remaining: 24m 14s
Rendered 465/16900, time remaining: 24m 12s
Rendered 466/16900, time remaining: 24m 16s
Rendered 467/16900, time remaining: 24m 10s
Rendered 468/16900, time remaining: 24m 12s
Rendered 469/16900, time remaining: 24m 18s
Rendered 470/16900, time remaining: 24m 18s
Rendered 471/16900, time remaining: 24m 21s
Rendered 472/16900, time remaining: 24m 19s
Rendered 473/16900, time remaining: 24m 15s
Rendered 474/16900, time remaining: 24m 16s
Rendered 475/16900, time remaining: 24m 14s
Rendered 476/16900, time remaining: 24m 19s
Rendered 477/16900, time remaining: 24m 20s
Rendered 478/16900, time remaining: 24m 31s
Rendered 479/16900, time remaining: 24m 25s
Rendered 480/16900, time remaining: 24m 30s
Rendered 481/16900, time remaining: 24m 18s
